lr-AdamW,step,train_loss_phi,train_loss_psi,train_loss_omega,train_loss_tau,train_loss_CA:C:1N,train_loss_C:1N:1CA,train_loss,epoch,val_loss_phi,val_loss_psi,val_loss_omega,val_loss_tau,val_loss_CA:C:1N,val_loss_C:1N:1CA,val_loss
,944,,,,,,,,188,0.3446996808052063,0.45053356885910034,0.1997172236442566,0.16808320581912994,0.16134759783744812,0.16279137134552002,0.2478620857000351
9.450000000000001e-06,945,,,,,,,,,,,,,,,
,949,0.4170985817909241,0.5693711042404175,0.22019246220588684,0.16429001092910767,0.1705802083015442,0.170818492770195,0.28539183735847473,189,,,,,,,
,949,,,,,,,,189,0.3629332184791565,0.47229665517807007,0.2042553871870041,0.17115144431591034,0.1629076898097992,0.15970970690250397,0.2555423676967621
9.5e-06,950,,,,,,,,,,,,,,,
,954,0.465156227350235,0.5473126173019409,0.244186133146286,0.1963363140821457,0.1960494965314865,0.1901819258928299,0.30653712153434753,190,,,,,,,
,954,,,,,,,,190,0.36402109265327454,0.4472777843475342,0.18963153660297394,0.15976980328559875,0.1404002457857132,0.14034441113471985,0.24024082720279694
9.55e-06,955,,,,,,,,,,,,,,,
,959,0.3283016085624695,0.47385373711586,0.1603761613368988,0.13940921425819397,0.12747927010059357,0.12385927885770798,0.22554653882980347,191,,,,,,,
,959,,,,,,,,191,0.3742005527019501,0.49167099595069885,0.18545089662075043,0.15275727212429047,0.14134395122528076,0.1421065330505371,0.24792172014713287
9.600000000000001e-06,960,,,,,,,,,,,,,,,
,964,0.42539459466934204,0.527152955532074,0.19379444420337677,0.14118970930576324,0.12842509150505066,0.13074550032615662,0.2577837109565735,192,,,,,,,
,964,,,,,,,,192,0.37931689620018005,0.5101388096809387,0.18938282132148743,0.14548562467098236,0.13524749875068665,0.1415920853614807,0.2501939535140991
9.65e-06,965,,,,,,,,,,,,,,,
,969,0.26454535126686096,0.42069631814956665,0.15393494069576263,0.136824369430542,0.1293177306652069,0.1387578696012497,0.207346111536026,193,,,,,,,
,969,,,,,,,,193,0.3352835476398468,0.4843858778476715,0.17703910171985626,0.14583706855773926,0.13360393047332764,0.14012710750102997,0.23604612052440643
9.7e-06,970,,,,,,,,,,,,,,,
,974,0.31216883659362793,0.40715712308883667,0.15179799497127533,0.14207583665847778,0.12356562167406082,0.12706345319747925,0.2106381505727768,194,,,,,,,
,974,,,,,,,,194,0.27956342697143555,0.4077776372432709,0.141559898853302,0.11813170462846756,0.11035869270563126,0.1121462732553482,0.19492295384407043
9.750000000000002e-06,975,,,,,,,,,,,,,,,
,979,0.3435043394565582,0.4652794301509857,0.17204292118549347,0.13456226885318756,0.13045620918273926,0.1354486644268036,0.2302156537771225,195,,,,,,,
,979,,,,,,,,195,0.30506065487861633,0.4327775537967682,0.16021676361560822,0.12856833636760712,0.12501493096351624,0.1286623775959015,0.21338343620300293
9.800000000000001e-06,980,,,,,,,,,,,,,,,
,984,0.3716021776199341,0.5051925778388977,0.17535512149333954,0.12244781851768494,0.1302587389945984,0.12722545862197876,0.23868033289909363,196,,,,,,,
,984,,,,,,,,196,0.35852617025375366,0.46944189071655273,0.1598595529794693,0.1222309097647667,0.11877156794071198,0.11752987653017044,0.2243933379650116
9.85e-06,985,,,,,,,,,,,,,,,
,989,0.29630210995674133,0.3883751928806305,0.14174939692020416,0.11646372824907303,0.10943988710641861,0.10683516412973404,0.19319425523281097,197,,,,,,,
,989,,,,,,,,197,0.39379647374153137,0.5201637744903564,0.19102925062179565,0.1365208625793457,0.12297174334526062,0.12823794782161713,0.24878670275211334
9.900000000000002e-06,990,,,,,,,,,,,,,,,
,994,0.39032864570617676,0.4797799289226532,0.2255934476852417,0.17905056476593018,0.1644468605518341,0.16831426322460175,0.2679189443588257,198,,,,,,,
,994,,,,,,,,198,0.3621895909309387,0.47755706310272217,0.16329467296600342,0.12563027441501617,0.1149633452296257,0.12206801027059555,0.22761717438697815
9.950000000000001e-06,995,,,,,,,,,,,,,,,
,999,0.40560099482536316,0.5046297907829285,0.22734184563159943,0.18205522000789642,0.18297596275806427,0.17748571932315826,0.28001493215560913,199,,,,,,,
,999,,,,,,,,199,0.38688620924949646,0.5185825228691101,0.19565288722515106,0.15051963925361633,0.14810679852962494,0.1434539407491684,0.25720033049583435
1e-05,1000,,,,,,,,,,,,,,,
,1004,0.43506014347076416,0.566474974155426,0.17736917734146118,0.13845974206924438,0.13444364070892334,0.13766829669475555,0.2649126648902893,200,,,,,,,
,1004,,,,,,,,200,0.3451618552207947,0.470785915851593,0.16173504292964935,0.127664253115654,0.11392644792795181,0.1256093829870224,0.22414714097976685
1.005e-05,1005,,,,,,,,,,,,,,,
,1009,0.30261775851249695,0.4198809862136841,0.16330857574939728,0.14159707725048065,0.1436566412448883,0.13190710544586182,0.2171613574028015,201,,,,,,,
,1009,,,,,,,,201,0.35840943455696106,0.48372796177864075,0.17907866835594177,0.14289608597755432,0.1356649249792099,0.1385386437177658,0.23971927165985107
1.0100000000000002e-05,1010,,,,,,,,,,,,,,,
,1014,0.29511719942092896,0.4540298879146576,0.17120714485645294,0.147599995136261,0.14233554899692535,0.1492088884115219,0.2265831083059311,202,,,,,,,
,1014,,,,,,,,202,0.3259745240211487,0.44450631737709045,0.1751294583082199,0.1459725946187973,0.13473986089229584,0.12820126116275787,0.2257540076971054
1.0150000000000001e-05,1015,,,,,,,,,,,,,,,
,1019,0.3604637086391449,0.5119304656982422,0.15767447650432587,0.11419012397527695,0.11063823848962784,0.11048697680234909,0.2275640219449997,203,,,,,,,
,1019,,,,,,,,203,0.36102133989334106,0.4742390811443329,0.1565021574497223,0.13374076783657074,0.12307767570018768,0.13192419707775116,0.23008421063423157
1.02e-05,1020,,,,,,,,,,,,,,,
,1024,0.3856806457042694,0.5458029508590698,0.18067286908626556,0.15368613600730896,0.13192898035049438,0.1428883820772171,0.2567766606807709,204,,,,,,,
,1024,,,,,,,,204,0.3666054308414459,0.4779297411441803,0.18997403979301453,0.1388772428035736,0.13652954995632172,0.13218525052070618,0.24035021662712097
1.025e-05,1025,,,,,,,,,,,,,,,
,1029,0.30372145771980286,0.4051591455936432,0.17637468874454498,0.1370914727449417,0.13094082474708557,0.13646821677684784,0.2149593085050583,205,,,,,,,
,1029,,,,,,,,205,0.4048510491847992,0.50804603099823,0.19413535296916962,0.14399702847003937,0.12961068749427795,0.13412347435951233,0.2524605989456177
1.03e-05,1030,,,,,,,,,,,,,,,
,1034,0.3863162696361542,0.5465664267539978,0.16665586829185486,0.12706194818019867,0.11903706938028336,0.11677481234073639,0.2437354028224945,206,,,,,,,
,1034,,,,,,,,206,0.3351803421974182,0.44332510232925415,0.1509259045124054,0.11740397661924362,0.11216381937265396,0.11233851313591003,0.2118896096944809
1.035e-05,1035,,,,,,,,,,,,,,,
,1039,0.3409622311592102,0.45032355189323425,0.19655278325080872,0.15426723659038544,0.13549818098545074,0.14874565601348877,0.23772494494915009,207,,,,,,,
,1039,,,,,,,,207,0.3901030421257019,0.5022450685501099,0.16542300581932068,0.1339801847934723,0.13512296974658966,0.13148891925811768,0.24306052923202515
1.04e-05,1040,,,,,,,,,,,,,,,
,1044,0.2950514256954193,0.4322662651538849,0.13109919428825378,0.11208303272724152,0.1070299819111824,0.11260362714529037,0.19835558533668518,208,,,,,,,
,1044,,,,,,,,208,0.30090999603271484,0.43534383177757263,0.15632522106170654,0.12221115082502365,0.11734671145677567,0.11394262313842773,0.20767992734909058
1.045e-05,1045,,,,,,,,,,,,,,,
,1049,0.3657081723213196,0.5116357207298279,0.17093758285045624,0.14802007377147675,0.1235305517911911,0.12604665756225586,0.24097982048988342,209,,,,,,,
,1049,,,,,,,,209,0.3000108003616333,0.42288923263549805,0.1297629177570343,0.11415427178144455,0.1064954549074173,0.1049325093626976,0.19637420773506165
1.05e-05,1050,,,,,,,,,,,,,,,
,1054,0.4175642728805542,0.5057076215744019,0.19488424062728882,0.1437281370162964,0.1351000964641571,0.12925484776496887,0.2543731927871704,210,,,,,,,
,1054,,,,,,,,210,0.31388574838638306,0.4500979781150818,0.1453886181116104,0.1202160194516182,0.1118813306093216,0.10866820067167282,0.2083563208580017
1.055e-05,1055,,,,,,,,,,,,,,,
,1059,0.3381027281284332,0.46217769384384155,0.19448861479759216,0.1294139176607132,0.12731830775737762,0.12858499586582184,0.230014368891716,211,,,,,,,
,1059,,,,,,,,211,0.3755950629711151,0.4762992262840271,0.17154566943645477,0.1255015730857849,0.12469598650932312,0.12093036621809006,0.23242798447608948
1.06e-05,1060,,,,,,,,,,,,,,,
,1064,0.3248279392719269,0.47376105189323425,0.1559058427810669,0.15170374512672424,0.13438262045383453,0.13922785222530365,0.22996817529201508,212,,,,,,,
,1064,,,,,,,,212,0.33926984667778015,0.47795429825782776,0.18602800369262695,0.1484113186597824,0.14594866335391998,0.1398230493068695,0.23957252502441406
1.065e-05,1065,,,,,,,,,,,,,,,
,1069,0.2715255916118622,0.3982236385345459,0.15415669977664948,0.10889235138893127,0.11210747808218002,0.12223996967077255,0.19452428817749023,213,,,,,,,
,1069,,,,,,,,213,0.3578711152076721,0.48434004187583923,0.167685404419899,0.1335924118757248,0.12098073959350586,0.12592901289463043,0.23173312842845917
1.0700000000000001e-05,1070,,,,,,,,,,,,,,,
,1074,0.3614875078201294,0.43971627950668335,0.187922403216362,0.1522156149148941,0.13176856935024261,0.1483432799577713,0.236908957362175,214,,,,,,,
,1074,,,,,,,,214,0.3077091574668884,0.4333491623401642,0.1401422619819641,0.11089909076690674,0.11041325330734253,0.11289165169000626,0.2025674283504486
1.075e-05,1075,,,,,,,,,,,,,,,
,1079,0.32281893491744995,0.4584060311317444,0.15526199340820312,0.11549083143472672,0.12221398204565048,0.11396917700767517,0.21469348669052124,215,,,,,,,
,1079,,,,,,,,215,0.37306034564971924,0.4937727749347687,0.1824854016304016,0.13472802937030792,0.12470682710409164,0.12890861928462982,0.23961032927036285
1.08e-05,1080,,,,,,,,,,,,,,,
,1084,0.3919081389904022,0.5134308934211731,0.1974177062511444,0.16839969158172607,0.15271496772766113,0.1513664871454239,0.26253965497016907,216,,,,,,,
,1084,,,,,,,,216,0.3270939588546753,0.44602084159851074,0.15799693763256073,0.12472762912511826,0.12099895626306534,0.11655514687299728,0.21556560695171356
1.0850000000000001e-05,1085,,,,,,,,,,,,,,,
,1089,0.302661657333374,0.43342337012290955,0.18128934502601624,0.14693428575992584,0.14731575548648834,0.15089523792266846,0.2270866334438324,217,,,,,,,
,1089,,,,,,,,217,0.3802104592323303,0.4780700206756592,0.19291792809963226,0.1360013484954834,0.1267520785331726,0.130151629447937,0.240683913230896
1.09e-05,1090,,,,,,,,,,,,,,,
,1094,0.3558667004108429,0.48960256576538086,0.1932525783777237,0.15450982749462128,0.14626659452915192,0.14446108043193817,0.2473265826702118,218,,,,,,,
,1094,,,,,,,,218,0.3650878369808197,0.4710281491279602,0.16903063654899597,0.13671313226222992,0.12355392426252365,0.12479478120803833,0.23170141875743866
1.095e-05,1095,,,,,,,,,,,,,,,
,1099,0.2644893527030945,0.44084179401397705,0.11890896409749985,0.1111859679222107,0.09540031850337982,0.10022465139627457,0.1885085105895996,219,,,,,,,
,1099,,,,,,,,219,0.35788851976394653,0.4633537530899048,0.18131843209266663,0.13992880284786224,0.12809309363365173,0.1268797367811203,0.2329103946685791
1.1000000000000001e-05,1100,,,,,,,,,,,,,,,
,1104,0.35685059428215027,0.48552602529525757,0.12047957628965378,0.10606326907873154,0.10698642581701279,0.10227545350790024,0.21303021907806396,220,,,,,,,
,1104,,,,,,,,220,0.3342355191707611,0.45294827222824097,0.16533973813056946,0.12193005532026291,0.11149735748767853,0.1155773252248764,0.2169213742017746
1.1050000000000001e-05,1105,,,,,,,,,,,,,,,
,1109,0.30914729833602905,0.4407762587070465,0.1313818395137787,0.10945902019739151,0.09891606122255325,0.11078514903783798,0.200077623128891,221,,,,,,,
,1109,,,,,,,,221,0.371560662984848,0.47527778148651123,0.18866100907325745,0.1557105928659439,0.13836561143398285,0.14048795402050018,0.2450105994939804
1.11e-05,1110,,,,,,,,,,,,,,,
,1114,0.32620030641555786,0.39499908685684204,0.14707620441913605,0.12496434897184372,0.10747510194778442,0.11672666668891907,0.20290696620941162,222,,,,,,,
,1114,,,,,,,,222,0.3435996472835541,0.4732808470726013,0.16797783970832825,0.12828950583934784,0.12000960111618042,0.12275771796703339,0.22598585486412048
1.115e-05,1115,,,,,,,,,,,,,,,
,1119,0.33106714487075806,0.45565950870513916,0.16435125470161438,0.13479828834533691,0.13299937546253204,0.1337202489376068,0.2254326343536377,223,,,,,,,
,1119,,,,,,,,223,0.35708197951316833,0.46943527460098267,0.17765028774738312,0.1452864110469818,0.1306624859571457,0.13123860955238342,0.2352258414030075
1.1200000000000001e-05,1120,,,,,,,,,,,,,,,
,1124,0.3232927918434143,0.46129003167152405,0.13353271782398224,0.0989246666431427,0.10914483666419983,0.09851858764886856,0.2041172832250595,224,,,,,,,
,1124,,,,,,,,224,0.311336874961853,0.44062379002571106,0.13503730297088623,0.09976444393396378,0.09212929755449295,0.09161747992038727,0.19508486986160278
1.125e-05,1125,,,,,,,,,,,,,,,
,1129,0.2873217761516571,0.4298582971096039,0.12550772726535797,0.10115832090377808,0.10483017563819885,0.09827616065740585,0.19115875661373138,225,,,,,,,
,1129,,,,,,,,225,0.3416955769062042,0.4476696848869324,0.14876127243041992,0.12569059431552887,0.11631884425878525,0.11796073615550995,0.21634946763515472
1.13e-05,1130,,,,,,,,,,,,,,,
,1134,0.29520344734191895,0.44600313901901245,0.13371223211288452,0.11897723376750946,0.10992465913295746,0.10383772104978561,0.20127642154693604,226,,,,,,,
,1134,,,,,,,,226,0.34584227204322815,0.4681929349899292,0.15973137319087982,0.12461409717798233,0.11984068155288696,0.11582466959953308,0.22234103083610535
1.1350000000000001e-05,1135,,,,,,,,,,,,,,,
,1139,0.3454955220222473,0.46338334679603577,0.15806461870670319,0.11107953637838364,0.10797864943742752,0.11387240141630173,0.21664568781852722,227,,,,,,,
,1139,,,,,,,,227,0.35415536165237427,0.45204487442970276,0.1602151095867157,0.12575118243694305,0.11225049197673798,0.11122620105743408,0.2192738652229309
1.1400000000000001e-05,1140,,,,,,,,,,,,,,,
,1144,0.27949273586273193,0.45252758264541626,0.12524743378162384,0.10516571253538132,0.09500296413898468,0.10775639116764069,0.1941988170146942,228,,,,,,,
,1144,,,,,,,,228,0.30547279119491577,0.4277665913105011,0.13728643953800201,0.11217236518859863,0.10672855377197266,0.10842331498861313,0.19964168965816498
1.145e-05,1145,,,,,,,,,,,,,,,
,1149,0.2870894968509674,0.3847488462924957,0.1598750650882721,0.12495850026607513,0.11836620420217514,0.12094885855913162,0.1993311643600464,229,,,,,,,
,1149,,,,,,,,229,0.32041916251182556,0.46594780683517456,0.14163240790367126,0.1007930338382721,0.09559434652328491,0.09523185342550278,0.20326976478099823
1.1500000000000002e-05,1150,,,,,,,,,,,,,,,
,1154,0.3502322733402252,0.44778457283973694,0.17876169085502625,0.12152239680290222,0.11380679905414581,0.10870307683944702,0.2201351374387741,230,,,,,,,
,1154,,,,,,,,230,0.3724852204322815,0.4845336377620697,0.18774369359016418,0.12893715500831604,0.12260738760232925,0.12088090926408768,0.23619800806045532
1.1550000000000001e-05,1155,,,,,,,,,,,,,,,
,1159,0.40737783908843994,0.5174496173858643,0.19983474910259247,0.14862939715385437,0.12703615427017212,0.13288509845733643,0.2555354833602905,231,,,,,,,
,1159,,,,,,,,231,0.4047016203403473,0.4909622073173523,0.16760940849781036,0.1293647289276123,0.12000074237585068,0.11379002779722214,0.23773813247680664
1.16e-05,1160,,,,,,,,,,,,,,,
,1164,0.3917982578277588,0.5017114281654358,0.19489169120788574,0.15132150053977966,0.12730322778224945,0.12570622563362122,0.2487887442111969,232,,,,,,,
,1164,,,,,,,,232,0.3619411289691925,0.4587147533893585,0.17459045350551605,0.13496479392051697,0.11952533572912216,0.11999859660863876,0.2282891720533371
1.1650000000000002e-05,1165,,,,,,,,,,,,,,,
,1169,0.28285282850265503,0.382673978805542,0.1490979641675949,0.1093440130352974,0.10964510589838028,0.1178288385272026,0.19190713763237,233,,,,,,,
,1169,,,,,,,,233,0.3260577321052551,0.44702714681625366,0.15730184316635132,0.13105621933937073,0.1189805194735527,0.12019161880016327,0.21676920354366302
1.1700000000000001e-05,1170,,,,,,,,,,,,,,,
,1174,0.37651702761650085,0.44807302951812744,0.1788385510444641,0.15289203822612762,0.1313585489988327,0.1401907503604889,0.23797832429409027,234,,,,,,,
,1174,,,,,,,,234,0.32116788625717163,0.4527314007282257,0.12947125732898712,0.0969332903623581,0.09848819673061371,0.09443552792072296,0.19887125492095947
1.175e-05,1175,,,,,,,,,,,,,,,
,1179,0.3705024719238281,0.4765019714832306,0.15575836598873138,0.1000586599111557,0.10290123522281647,0.09857536107301712,0.21738301217556,235,,,,,,,
,1179,,,,,,,,235,0.3410634994506836,0.4721139967441559,0.16095119714736938,0.11019755154848099,0.09914427250623703,0.09928259998559952,0.21379217505455017
1.18e-05,1180,,,,,,,,,,,,,,,
,1184,0.3125418722629547,0.3949158489704132,0.14235661923885345,0.11149081587791443,0.09440433979034424,0.09707823395729065,0.19213128089904785,236,,,,,,,
,1184,,,,,,,,236,0.2975213825702667,0.4448429346084595,0.122617706656456,0.09696342051029205,0.08961041271686554,0.08643262833356857,0.18966476619243622
1.185e-05,1185,,,,,,,,,,,,,,,
,1189,0.28989502787590027,0.42596620321273804,0.13902194797992706,0.10077352076768875,0.09462280571460724,0.09195668250322342,0.19037270545959473,237,,,,,,,
,1189,,,,,,,,237,0.343522846698761,0.4516947567462921,0.1443324089050293,0.11077883839607239,0.10859094560146332,0.1084863469004631,0.21123436093330383
1.19e-05,1190,,,,,,,,,,,,,,,
,1194,0.33727046847343445,0.44085320830345154,0.1592663824558258,0.11256946623325348,0.11390276998281479,0.10124749690294266,0.21085163950920105,238,,,,,,,
,1194,,,,,,,,238,0.3548599183559418,0.4569087624549866,0.16041851043701172,0.11710254102945328,0.10635910928249359,0.10642269998788834,0.21701191365718842
1.195e-05,1195,,,,,,,,,,,,,,,
,1199,0.30331185460090637,0.39458417892456055,0.1418900340795517,0.09163693338632584,0.09203916043043137,0.09574136137962341,0.18653392791748047,239,,,,,,,
,1199,,,,,,,,239,0.3634169101715088,0.48242810368537903,0.157480850815773,0.12257019430398941,0.10857944935560226,0.12282614409923553,0.22621695697307587
1.2e-05,1200,,,,,,,,,,,,,,,
,1204,0.42814889550209045,0.5144129395484924,0.17087846994400024,0.1057518869638443,0.09736941009759903,0.08865441381931305,0.23420266807079315,240,,,,,,,
,1204,,,,,,,,240,0.33788448572158813,0.4592210352420807,0.11519356817007065,0.07763661444187164,0.075520358979702,0.07745204120874405,0.1904846876859665
1.205e-05,1205,,,,,,,,,,,,,,,
,1209,0.2659234404563904,0.4157642126083374,0.11788272857666016,0.08548299223184586,0.08605429530143738,0.08942341804504395,0.1767551749944687,241,,,,,,,
,1209,,,,,,,,241,0.33315953612327576,0.44379302859306335,0.1453133076429367,0.0886903926730156,0.08944349735975266,0.08275619149208069,0.19719265401363373
1.2100000000000001e-05,1210,,,,,,,,,,,,,,,
,1214,0.3157864212989807,0.4707202613353729,0.13115186989307404,0.11220268160104752,0.10123232007026672,0.10471247136592865,0.20596766471862793,242,,,,,,,
,1214,,,,,,,,242,0.32617154717445374,0.4326395094394684,0.13320490717887878,0.10236717015504837,0.0866851955652237,0.09528622031211853,0.19605909287929535
1.215e-05,1215,,,,,,,,,,,,,,,
,1219,0.3254079222679138,0.44156837463378906,0.11912953853607178,0.08279772102832794,0.07931992411613464,0.07675649970769882,0.18749666213989258,243,,,,,,,
,1219,,,,,,,,243,0.2833428978919983,0.40856122970581055,0.11705876141786575,0.08868726342916489,0.0810566172003746,0.07736489921808243,0.17601194977760315
1.22e-05,1220,,,,,,,,,,,,,,,
,1224,0.3537593185901642,0.48205193877220154,0.2077706903219223,0.1470751315355301,0.1291046142578125,0.14044789969921112,0.2433682680130005,244,,,,,,,
,1224,,,,,,,,244,0.35297664999961853,0.45556923747062683,0.13306154310703278,0.09343317896127701,0.07944581657648087,0.08425001055002213,0.1997894048690796
1.225e-05,1225,,,,,,,,,,,,,,,
,1229,0.4169923961162567,0.5292487144470215,0.23610368371009827,0.1426520198583603,0.13908039033412933,0.14281690120697021,0.2678157091140747,245,,,,,,,
,1229,,,,,,,,245,0.35339197516441345,0.4877277910709381,0.12210505455732346,0.08524928987026215,0.07945507764816284,0.07598676532506943,0.20065264403820038
1.23e-05,1230,,,,,,,,,,,,,,,
,1234,0.33237096667289734,0.4592951238155365,0.12527361512184143,0.07998818159103394,0.07833188027143478,0.08294808864593506,0.19303464889526367,246,,,,,,,
,1234,,,,,,,,246,0.2825697660446167,0.4364069700241089,0.10716810077428818,0.07414421439170837,0.06763505190610886,0.07153493165969849,0.17324316501617432
1.235e-05,1235,,,,,,,,,,,,,,,
,1239,0.340273916721344,0.49701249599456787,0.1317060887813568,0.07906288653612137,0.08268652111291885,0.08454273641109467,0.20254743099212646,247,,,,,,,
,1239,,,,,,,,247,0.3063279092311859,0.4101272523403168,0.13761484622955322,0.09046343713998795,0.08096431940793991,0.08151261508464813,0.1845017373561859
1.24e-05,1240,,,,,,,,,,,,,,,
,1244,0.31116676330566406,0.42784661054611206,0.14436709880828857,0.10508312284946442,0.09087517112493515,0.10307273268699646,0.19706857204437256,248,,,,,,,
,1244,,,,,,,,248,0.3034622073173523,0.4468285143375397,0.10324080288410187,0.06726513803005219,0.06722884625196457,0.0650077611207962,0.17550556361675262
1.2450000000000001e-05,1245,,,,,,,,,,,,,,,
,1249,0.25718918442726135,0.3714476525783539,0.1304311603307724,0.09713857620954514,0.08633394539356232,0.08569815009832382,0.17137311398983002,249,,,,,,,
,1249,,,,,,,,249,0.2814393639564514,0.41296321153640747,0.12366706877946854,0.07819444686174393,0.07535208761692047,0.06936389952898026,0.17349669337272644
1.25e-05,1250,,,,,,,,,,,,,,,
,1254,0.4049019515514374,0.508622944355011,0.19177798926830292,0.11840017139911652,0.10105825215578079,0.10875969380140305,0.2389201819896698,250,,,,,,,
,1254,,,,,,,,250,0.3217593729496002,0.44127359986305237,0.12299662828445435,0.08764024823904037,0.08109481632709503,0.08303004503250122,0.18963246047496796
1.255e-05,1255,,,,,,,,,,,,,,,
,1259,0.3039242923259735,0.4324944019317627,0.1574844866991043,0.12311636656522751,0.10290882736444473,0.10493479669094086,0.20414386689662933,251,,,,,,,
,1259,,,,,,,,251,0.36211535334587097,0.4515371322631836,0.1372874528169632,0.09508179128170013,0.07796156406402588,0.08581723272800446,0.20163342356681824
1.2600000000000001e-05,1260,,,,,,,,,,,,,,,
,1264,0.32456204295158386,0.433687686920166,0.1669328361749649,0.11507918685674667,0.11162690073251724,0.11562594026327133,0.21125243604183197,252,,,,,,,
,1264,,,,,,,,252,0.2897716164588928,0.41232648491859436,0.11101141571998596,0.06399387121200562,0.06412069499492645,0.05916488915681839,0.16673150658607483
1.2650000000000001e-05,1265,,,,,,,,,,,,,,,
,1269,0.3140622675418854,0.3803078234195709,0.1262107491493225,0.0762830376625061,0.06953787803649902,0.07260966300964355,0.1731685847043991,253,,,,,,,
,1269,,,,,,,,253,0.25730931758880615,0.3960992097854614,0.08643659204244614,0.06755127757787704,0.06297308951616287,0.05673055350780487,0.15451668202877045
1.27e-05,1270,,,,,,,,,,,,,,,
,1274,0.37092918157577515,0.43299737572669983,0.1459338515996933,0.1141410544514656,0.09711536765098572,0.10773548483848572,0.21147537231445312,254,,,,,,,
,1274,,,,,,,,254,0.3856184780597687,0.5018784403800964,0.12473346292972565,0.08060362190008163,0.0638558566570282,0.07550705969333649,0.2053661346435547
1.2750000000000002e-05,1275,,,,,,,,,,,,,,,
,1279,0.35775431990623474,0.5028870105743408,0.13512586057186127,0.0880860984325409,0.0736142173409462,0.0698324590921402,0.20454999804496765,255,,,,,,,
,1279,,,,,,,,255,0.30764490365982056,0.4427022635936737,0.10750424861907959,0.06010584160685539,0.053264256566762924,0.05560709163546562,0.17113809287548065
1.2800000000000001e-05,1280,,,,,,,,,,,,,,,
,1284,0.4078361988067627,0.5465467572212219,0.19960762560367584,0.13514438271522522,0.12123345583677292,0.12851467728614807,0.25648054480552673,256,,,,,,,
,1284,,,,,,,,256,0.36358535289764404,0.4534226059913635,0.12224747240543365,0.06900966912508011,0.06287409365177155,0.07163376361131668,0.1904621571302414
1.285e-05,1285,,,,,,,,,,,,,,,
,1289,0.26616936922073364,0.3614955544471741,0.1199025884270668,0.10396622866392136,0.09542001783847809,0.09843320399522781,0.17423115670681,257,,,,,,,
,1289,,,,,,,,257,0.3198734223842621,0.428173691034317,0.1348644644021988,0.09656098484992981,0.07787664979696274,0.08459310978651047,0.19032371044158936
1.29e-05,1290,,,,,,,,,,,,,,,
,1294,0.2968137562274933,0.43852895498275757,0.12573392689228058,0.08694744110107422,0.08223570138216019,0.0843571349978447,0.18576949834823608,258,,,,,,,
,1294,,,,,,,,258,0.28627634048461914,0.38630300760269165,0.10651826113462448,0.07533794641494751,0.0645010769367218,0.06684122234582901,0.16429631412029266
1.2950000000000001e-05,1295,,,,,,,,,,,,,,,
,1299,0.27862274646759033,0.40596872568130493,0.1235855221748352,0.0809091106057167,0.08015237003564835,0.07696323841810226,0.17436695098876953,259,,,,,,,
,1299,,,,,,,,259,0.32359522581100464,0.4440411329269409,0.07863456010818481,0.052458956837654114,0.038115691393613815,0.04027628153562546,0.1628536432981491
1.3000000000000001e-05,1300,,,,,,,,,,,,,,,
,1304,0.2991538941860199,0.4105905294418335,0.1373608410358429,0.0847179964184761,0.0770106390118599,0.08061719685792923,0.18157517910003662,260,,,,,,,
,1304,,,,,,,,260,0.35133838653564453,0.4671544134616852,0.13722123205661774,0.08058281987905502,0.07459577172994614,0.07284341752529144,0.1972893476486206
1.305e-05,1305,,,,,,,,,,,,,,,
,1309,0.3350622355937958,0.47231465578079224,0.13807223737239838,0.11368624120950699,0.10551680624485016,0.11260907351970673,0.21287688612937927,261,,,,,,,
,1309,,,,,,,,261,0.2958463430404663,0.3830311894416809,0.12281166762113571,0.08223533630371094,0.07664884626865387,0.07493776082992554,0.17258518934249878
1.3100000000000002e-05,1310,,,,,,,,,,,,,,,
,1314,0.3507826030254364,0.46766605973243713,0.1527675837278366,0.12489970028400421,0.10043387115001678,0.10915982723236084,0.21761827170848846,262,,,,,,,
,1314,,,,,,,,262,0.2813977003097534,0.38867780566215515,0.10507767647504807,0.07308918237686157,0.06290160864591599,0.06192026287317276,0.16217738389968872
1.3150000000000001e-05,1315,,,,,,,,,,,,,,,
,1319,0.37859880924224854,0.5201928019523621,0.17409221827983856,0.12612003087997437,0.12179066240787506,0.104671910405159,0.23757773637771606,263,,,,,,,
,1319,,,,,,,,263,0.2527541518211365,0.3598748743534088,0.07152465730905533,0.044751089066267014,0.04101979732513428,0.04029695317149162,0.1350369155406952
1.32e-05,1320,,,,,,,,,,,,,,,
,1324,0.27645057439804077,0.39832818508148193,0.0815669521689415,0.06069372221827507,0.05702582001686096,0.056329865008592606,0.1550658643245697,264,,,,,,,
,1324,,,,,,,,264,0.32384636998176575,0.4261747896671295,0.11960727721452713,0.07840945571660995,0.06666523963212967,0.0731351375579834,0.181306391954422
1.3250000000000002e-05,1325,,,,,,,,,,,,,,,
,1329,0.37835201621055603,0.4870463013648987,0.19093206524848938,0.12295804917812347,0.11097820848226547,0.12147019058465958,0.23528948426246643,265,,,,,,,
,1329,,,,,,,,265,0.3177211284637451,0.44240283966064453,0.11626888066530228,0.06546959280967712,0.05924181267619133,0.059647172689437866,0.17679190635681152
1.3300000000000001e-05,1330,,,,,,,,,,,,,,,
